word,hiragana,katakana,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
たんまり,たんまり,タンマリ,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,3,1,1,2,1,2,2,2,2,1,1,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1
ドライ,ドライ,ドライ,2,4,3,1,2,3,3,2,2,3,1,2,1,1,2,2,2,3,2,2,2,3,1,3,2,2,1,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,1,2,3,2,2,2,3
とりこ,とりこ,トリコ,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,4,1,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,3,2,1,1
ど根性,どこんじょう,ドコンジョウ,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
ナマケモノ,ナマケモノ,ナマケモノ,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
ならず者,ならずもの,ナラズモノ,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1
パープル,パープル,パープル,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,3,1,2,4,1,1,1,1,2,3
ブレーン,ブレーン,ブレーン,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,1,1,1,2,2,2,1
マクロ,マクロ,マクロ,2,1,2,1,2,3,3,1,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,2,3,3,3,3,3,2,3,3,3,3,1,1,1,1,2,1,2,3,2
ゆるせる,ゆるせる,ユルセル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
レーン,レーン,レーン,2,3,3,1,2,3,3,2,3,3,1,3,1,1,2,2,2,2,1,3,4,2,1,3,3,1,1,1,1,2,1,1,1,2,1,1,1,3,3,2,3,3,3,2,3,3,3,3,3,3,1,2,3,2,3,2,3
ワトソン,ワトソン,ワトソン,2,1,2,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,4,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,2,2,1
上忍,じょうにん,ジョウニン,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
仁平,にんぺい,ニンペイ,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
他人事,ひとごと,ヒトゴト,2,3,1,2,3,2,3,2,2,2,2,1,3,2,3,3,3,2,3,2,2,2,2,1,2,2,1,2,3,3,2,2,4,3,3,4,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,3,1,4,1,2,2
光輝,こうき,コウキ,2,1,1,3,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1
具材,ぐざい,グザイ,2,1,2,1,2,2,3,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,2,1,2,3
力仕事,ちからしごと,チカラシゴト,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,4,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,3,1,2,1
北方,ほっぽう,ホッポウ,2,3,4,3,3,3,2,2,2,2,2,3,2,1,3,2,2,1,1,2,2,2,2,1,3,2,1,1,2,2,1,3,2,2,1,3,2,1,2,2,2,2,2,3,2,2,2,2,3,2,1,3,2,2,3,1,2
危機感,ききかん,キキカン,2,1,1,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2,3,2,3,2,2,3,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3
口先だけ,くちさきだけ,クチサキダケ,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
名目,めいもく,メイモク,2,2,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,1,2,2,1,2,3,2,3,3,3,2,3,3,2,1,2,2,3,2,2,2,2,2,2,2,3,2,1,3,2,3,3,2,2
城門,じょうもん,ジョウモン,2,1,2,2,2,2,1,1,2,2,2,3,2,1,3,2,2,1,2,2,2,1,1,1,3,1,1,1,2,1,1,3,2,3,1,2,1,1,2,1,1,2,2,4,2,2,2,1,3,1,1,2,1,2,2,4,2
執行猶予,しっこうゆうよ,シッコウユウヨ,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
堀江,ほりえ,ホリエ,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2
売人,ばいにん,バイニン,2,1,1,1,1,1,1,2,3,4,3,1,1,1,1,1,1,1,2,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1
天神,てんじん,テンジン,2,3,3,3,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,3,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,2,2
安川,-,-,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
小柄,こがら,コガラ,2,2,2,4,3,3,2,2,2,3,2,4,2,2,4,2,2,2,3,2,2,2,3,1,4,2,1,2,3,2,2,3,4,2,3,3,2,1,2,2,2,2,2,4,2,2,2,2,4,2,3,4,2,3,3,2,1
待ち合わせる,まちあわせる,マチアワセル,2,2,1,1,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,1,1,1,2,1,3,2,3,3,3,3,3,2,3,2,3,2,2,1,1,2,1,1,1,1,1,1,1,2,3,1,1,3,1,3,1,1,2
心霊写真,しんれいしゃしん,シンレイシャシン,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
志賀,-,-,2,1,2,3,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2
愚者,ぐしゃ,グシャ,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
担任の先生,たんにんのせんせい,タンニンノセンセイ,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
換装,かんそう,カンソウ,2,1,3,1,1,1,1,1,2,2,2,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,1,2,1,3,1,1
撃沈,げきちん,ゲキチン,2,1,3,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,3,1,1
改心,かいしん,カイシン,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1
敗戦,はいせん,ハイセン,2,3,4,3,3,3,2,1,2,2,2,3,2,1,3,2,2,1,2,2,2,3,1,1,3,2,1,2,2,2,2,3,2,2,1,2,2,1,3,3,3,3,3,4,3,3,3,2,2,2,1,2,3,2,3,3,2
教団,きょうだん,キョウダン,2,1,3,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,1,1,3,2,1,1,1,2,2,3,1,3,1,3,3,1,1,1,2,1,1,1,1,1,1,2,3,2,3,3,2,1,3,1,2
日本国,にほんこく,ニホンコク,2,1,1,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3
暴走族,ぼうそうぞく,ボウソウゾク,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
有里,-,-,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
松太郎,-,-,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
柱間,はしらま,ハシラマ,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
権力者,けんりょくしゃ,ケンリョクシャ,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,4,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
正吉,-,-,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
比較的,ひかくてき,ヒカクテキ,2,1,1,4,4,1,4,2,2,1,1,3,1,1,1,1,1,1,3,1,1,4,3,1,3,2,3,2,3,3,2,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,4,3,4
水月,すいげつ,スイゲツ,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
河野,-,-,2,1,3,1,2,1,2,3,2,1,1,3,1,1,2,1,1,3,4,1,1,3,1,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,3,3,3
津山,つやま,ツヤマ,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1
海外旅行,かいがいりょこう,カイガイリョコウ,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
淡い,あわい,アワイ,2,2,2,1,3,3,2,3,2,2,2,3,2,3,4,2,2,3,3,1,1,2,3,1,4,2,1,2,3,4,2,3,4,3,4,3,2,3,2,2,3,2,2,2,2,2,2,3,4,2,1,4,2,4,3,2,2
減らず口,へらずぐち,ヘラズグチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
滑らか,なめらか,ナメラカ,2,3,2,1,3,3,3,2,2,3,3,3,2,2,3,2,2,2,3,2,2,2,3,1,3,2,3,2,3,2,1,3,3,2,3,3,2,4,3,4,3,3,3,3,3,3,3,3,3,2,1,3,2,4,2,3,3
火遁,-,-,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
療養,りょうよう,リョウヨウ,2,1,3,2,2,4,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,3,4
発つ,たつ,タツ,2,1,2,1,3,3,2,2,3,3,3,3,2,1,3,2,2,4,2,2,2,3,1,1,3,2,3,2,2,2,3,2,2,3,2,2,2,5,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,4,4
発電,はつでん,ハツデン,2,3,4,1,2,4,4,1,2,3,3,2,2,2,3,2,2,2,1,4,4,4,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,4,4,4,5,3,3,4,3,3,4,2,2,1,3,4,2,4,3,4
真衣,-,-,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
空揚げ,からあげ,カラアゲ,2,4,1,1,2,2,2,2,1,1,2,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,3,2,3,3,2,2,2,2,2,3,3,1,1,1,1,3,1,1,2
窒息死,ちっそくし,チッソクシ,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
総司令官,そうしれいかん,ソウシレイカン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
聡明,そうめい,ソウメイ,2,1,1,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,1,2,1,2,2,3,2,2,2,2,2,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,3,2,1,1
育て上げる,そだてあげる,ソダテアゲル,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1
藤野,-,-,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3
蘇我,-,-,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
要因,よういん,ヨウイン,2,2,4,2,4,4,4,2,2,3,3,2,2,2,3,2,2,2,3,3,3,4,2,1,2,2,1,2,3,2,2,4,3,3,3,3,2,1,5,5,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,4,4
見え見え,みえみえ,ミエミエ,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1
解毒剤,げどくざい,ゲドクザイ,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
詫びる,わびる,ワビル,2,1,1,1,2,2,3,3,2,2,2,3,2,2,3,2,2,2,3,1,1,1,2,1,3,2,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,3,3,2,3,3,3,2,3,2,1,3,1,3,1,1,1
調合,ちょうごう,チョウゴウ,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2
財部,-,-,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
身の程知らず,みのほどしらず,ミノホドシラズ,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
軍事力,ぐんじりょく,グンジリョク,2,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
辞令,じれい,ジレイ,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2,1,1
適す,てきす,テキス,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1
采配,さいはい,サイハイ,2,3,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,3,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,2,2,2,1,1,1
鉄則,てっそく,テッソク,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2
開拓,かいたく,カイタク,2,4,4,3,2,3,3,2,2,3,3,2,2,2,3,2,2,2,2,3,3,3,2,1,2,2,1,2,2,2,2,3,2,3,2,3,2,1,3,3,3,3,3,2,3,3,4,3,4,2,1,3,3,2,3,3,3
鬼門,きもん,キモン,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1
アサルト,アサルト,アサルト,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
ウォーク,ウォーク,ウォーク,2,3,2,1,1,3,3,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,2,3,3,3,3,2,2,1,2,2,2,2,2,2
うの,うの,ウノ,2,1,2,1,1,1,1,3,2,1,1,2,1,1,3,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,2
オファー,オファー,オファー,2,3,3,1,2,2,1,2,3,3,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,3,2,2,2,3,1,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,1,3,1,1,2,2,2,2,2
お手数,おてすう,オテスウ,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,2,2,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
キーホルダー,キーホルダー,キーホルダー,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,4,2,2,2,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
サロン,サロン,サロン,2,3,3,1,3,3,4,2,2,3,1,3,1,1,3,1,1,2,2,2,2,3,1,3,3,1,1,2,2,2,2,2,1,2,1,1,1,4,3,3,3,3,3,2,3,3,3,4,3,2,1,3,3,2,3,4,3
じゅうたん,じゅうたん,ジュウタン,2,3,2,2,3,3,2,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,1,3,1,4,1,2,1,1,1,3,2,2,3,1,3,2,2,3,2,2,2,2,2,2,2,3,2,1,3,2,3,1,1,2
じわじわ,じわじわ,ジワジワ,2,3,1,1,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,2,2,2,4,1,2,2,1,2,3,2,1,2,3,2,3,2,2,4,1,2,2,1,1,1,1,1,1,2,3,2,1,3,2,3,1,2,3
すぐさま,すぐさま,スグサマ,2,1,2,1,1,1,2,2,2,2,1,3,1,1,4,2,2,2,4,1,2,2,2,1,3,2,4,2,3,2,2,3,4,3,4,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,2,2,2
スズメ,スズメ,スズメ,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,3,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2
ストロー,ストロー,ストロー,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,4,1,2,1,1,2,2,2,2,2,2,1,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,3
ぞっと,ぞっと,ゾット,2,1,1,1,1,3,2,2,1,2,3,3,2,2,4,2,2,2,2,2,2,2,1,1,3,2,1,2,3,2,2,2,3,3,3,2,2,4,2,2,3,2,2,4,2,2,2,2,3,1,1,3,2,3,1,1,1
のれる,のれる,ノレル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
のろま,のろま,ノロマ,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
ピーク,ピーク,ピーク,2,3,3,1,3,3,3,1,2,2,1,2,1,1,2,2,2,2,2,3,3,3,1,2,2,2,1,2,2,2,2,3,2,2,2,1,2,4,4,5,3,4,4,3,4,4,4,3,2,2,1,2,3,2,3,3,3
ビショップ,ビショップ,ビショップ,2,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1
ひとたび,ひとたび,ヒトタビ,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,3,2,3,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
ヒヒーン,ヒヒーン,ヒヒーン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
プラモ,プラモ,プラモ,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1
フリート,フリート,フリート,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1
