word,hiragana,katakana,YOUTUBE_FREQ_V3_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
風洞,ふうどう,フウドウ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
ヤンマー,ヤンマー,ヤンマー,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
副詞,ふくし,フクシ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,2,1,1,1
壬,じん,ジン,1,1,3,2,1,1,1,1,4,3,1,1,2,1,1,4,3,3,4,4,3,2,1,2,1,2,3,2,2,1,4,1,2,1,2,3
逆数,ぎゃくすう,ギャクスウ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
小野寺,-,-,1,1,2,3,1,1,1,3,2,1,1,1,2,1,1,1,4,4,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1
チャネリング,チャネリング,チャネリング,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
エアバス,エアバス,エアバス,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
紙やすり,かみやすり,カミヤスリ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
エグゼクティブ,エグゼクティブ,エグゼクティブ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2
ギャザー,ギャザー,ギャザー,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
取締り,とりしまり,トリシマリ,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1
適時,てきじ,テキジ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
製剤,せいざい,セイザイ,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1
縮尺,しゅくしゃく,シュクシャク,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2
不明確,ふめいかく,フメイカク,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
横堀,よこぼり,ヨコボリ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
押印,おういん,オウイン,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
クリスティーン,クリスティーン,クリスティーン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
足掛かり,あしがかり,アシガカリ,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
宮古,-,-,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1
白鸚,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
討ち取る,うちとる,ウチトル,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,3,3,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1
大坂城,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
イージス艦,イージスかん,イージスカン,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
カンタス,カンタス,カンタス,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
スキーマ,スキーマ,スキーマ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
母指,ぼし,ボシ,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
岡山市,-,-,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
筋電,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
周平,-,-,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3
サブマシンガン,サブマシンガン,サブマシンガン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
豊見城,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
赤間,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
開門,かいもん,カイモン,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1
社労士,-,-,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
カスハラ,かすはら,カスハラ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ニト,ニト,ニト,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
セキロ,せきろ,セキロ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ラッタンジ,らったんじ,ラッタンジ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
現行法,げんこうほう,ゲンコウホウ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
調査官,ちょうさかん,チョウサカン,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3
障碍,しょうがい,ショウガイ,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
エイティーン,エイティーン,エイティーン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
打掛け,うちかけ,ウチカケ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
開教,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
粽,ちまき,チマキ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1
フリガナ,フリガナ,フリガナ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
梶山,-,-,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ロボット兵,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
水崎,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
ジークヴルム,じーくゔるむ,ジークヴルム,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
堡塁,ほうるい,ホウルイ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
特急券,とっきゅうけん,トッキュウケン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ケフィアヨーグルト,けふぃあよーぐると,ケフィアヨーグルト,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
メイクマン,めいくまん,メイクマン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
準急,じゅんきゅう,ジュンキュウ,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1
あがり,あがり,アガリ,1,3,3,3,1,2,3,1,3,2,3,2,2,3,2,1,3,3,2,3,2,2,3,1,1,2,3,3,3,2,2,1,2,3,2,2
シューッ,しゅーっ,シューッ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
塗布,とふ,トフ,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,2,2,1,1,1,1,2,1
シュウウエムラ,しゅううえむら,シュウウエムラ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
忍ばせる,しのばせる,シノバセル,1,1,1,1,1,1,2,1,1,1,4,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1
メッセージ性,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
純潔,じゅんけつ,ジュンケツ,1,1,1,1,3,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,3,1,2,1,1,1,1,2,2,1,2,3,1,1
ホームステイ,ホームステイ,ホームステイ,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
しまえる,しまえる,シマエル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
ホワイトニング,ホワイトニング,ホワイトニング,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
タッピング,タッピング,タッピング,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
酷使,こくし,コクシ,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2
フェイシャル,フェイシャル,フェイシャル,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
巡り合う,めぐりあう,メグリアウ,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,3,1,1,1,1
活性剤,かっせいざい,カッセイザイ,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
働き手,はたらきて,ハタラキテ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
ひっかく,ひっかく,ヒッカク,1,2,1,2,1,1,2,2,2,2,4,2,2,2,3,2,2,2,3,2,1,1,3,1,2,2,3,2,2,3,2,1,2,3,1,2
びくと,びくと,ビクト,1,1,1,1,1,1,1,1,1,2,4,2,1,3,2,3,3,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,2,1,1
グラマー,グラマー,グラマー,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1
キュレル,キュレル,キュレル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
コンフォート,コンフォート,コンフォート,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
リシェ,リシェ,リシェ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
スプラッシュ,スプラッシュ,スプラッシュ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2
ぶわー,ぶわー,ブワー,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
スエード,スエード,スエード,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
切り拓く,きりひらく,キリヒラク,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
妖艶,ようえん,ヨウエン,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,3,1,2,1,1,1,1,3,1,1,2,3,1,1
はか,はか,ハカ,1,4,4,4,4,3,4,4,4,2,2,4,3,4,3,4,4,4,2,2,4,4,3,2,4,2,3,3,3,3,4,4,4,3,4,4
パタン,パタン,パタン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2
色使い,いろづかい,イロヅカイ,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
内輪,ないりん,ナイリン,1,2,1,2,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,3,2,2,2,2,1,2,2,1,2
奪い合い,うばいあい,ウバイアイ,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1
世田谷区,せたがやく,セタガヤク,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
達者,たっしゃ,タッシャ,1,2,1,3,4,1,2,3,3,3,4,3,3,3,2,3,3,3,2,2,2,2,2,1,3,3,1,2,2,2,2,1,2,3,1,2
セールスマン,セールスマン,セールスマン,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,3,3,1,1,2,1,2,1,1,1,2,1,2,1,1,2
吹き出物,ふきでもの,フキデモノ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
コンスタント,コンスタント,コンスタント,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
クリオ,クリオ,クリオ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
一人ぼっち,ひとりぼっち,ヒトリボッチ,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,3,2,2,2,2,3,3,3,1,1,2,4,1,1,1,1,3,2,1,1,1
しまる,しまる,シマル,1,4,1,4,1,3,2,5,4,3,4,3,2,3,4,4,3,3,2,3,1,1,3,1,5,2,3,3,2,3,4,1,3,4,1,2
ザラ,ザラ,ザラ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
よじ登る,よじのぼる,ヨジノボル,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,3,2,2,1,2,1,1,2,1,2,1,3,1,1,1,2,1,2,1,1,1
ネバネバ,ネバネバ,ネバネバ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,2
甘んずる,あまんずる,アマンズル,1,2,1,1,1,1,2,1,1,2,4,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1
シジミ,シジミ,シジミ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
添う,そう,ソウ,1,5,5,5,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,5,5,2,4,5,5,5,3,2,5,5,3,2,5,4,5
ヘアカラー,ヘアカラー,ヘアカラー,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1
間柄,あいだがら,アイダガラ,1,2,2,2,4,2,2,2,2,2,1,2,3,2,2,3,2,2,2,3,2,2,3,1,3,2,1,3,3,3,2,1,3,3,2,1
ベラベラ,ベラベラ,ベラベラ,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
灯籠,とうろう,トウロウ,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2
よれる,よれる,ヨレル,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
乳化,にゅうか,ニュウカ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
整然,せいぜん,セイゼン,1,2,1,1,3,2,2,1,1,1,4,1,2,1,1,3,1,1,1,1,2,2,1,1,2,1,1,2,2,3,1,1,2,2,1,1
終日,しゅうじつ,シュウジツ,1,2,2,1,4,1,2,1,1,1,3,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1
余震,よしん,ヨシン,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
らる,らる,ラル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
薄皮,うすかわ,ウスカワ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1
増量,ぞうりょう,ゾウリョウ,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2
可動域,-,-,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
バケーション,バケーション,バケーション,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
しのげる,しのげる,シノゲル,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
組み上がる,くみあがる,クミアガル,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
あまる,あまる,アマル,1,4,1,3,1,3,3,4,2,3,4,3,2,3,4,3,3,3,2,2,1,1,4,1,5,3,3,2,2,4,3,3,2,4,2,2
利己的,りこてき,リコテキ,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
メンタ,メンタ,メンタ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
しぼむ,しぼむ,シボム,1,2,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,1,3,1,2,1,3,2,2,2,1,1,2,3,1,2
引っかかり,ひっかかり,ヒッカカリ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
掟,おきて,オキテ,1,2,2,3,3,2,2,3,3,3,1,3,3,4,2,3,4,4,2,2,3,3,2,1,3,3,1,2,2,2,3,5,2,2,2,2
医院,いいん,イイン,1,2,2,2,2,2,4,5,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,4,3,1,1,1,1,2,1,2,2,2,2
尽くし,づくし,ヅクシ,1,2,3,2,1,1,1,1,2,2,4,1,1,3,2,1,2,2,2,2,1,1,1,1,1,3,2,3,2,2,2,1,1,2,1,1
忍耐力,にんたいりょく,ニンタイリョク,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
男優,だんゆう,ダンユウ,1,1,3,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,3,2
割り算,わりざん,ワリザン,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2
声明文,せいめいぶん,セイメイブン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
トドメ,トドメ,トドメ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1
ウエディング,ウエディング,ウエディング,1,2,1,1,1,1,3,2,1,2,1,1,1,1,1,2,3,3,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1
等価,とうか,トウカ,1,1,2,1,1,1,2,1,1,2,1,2,1,3,1,2,3,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1
身分証,みぶんしょう,ミブンショウ,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2
カッカ,カッカ,カッカ,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1
はさ,はさ,ハサ,1,1,1,2,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,3,2,3,2,2,1,2,1,1,1,1,2
特番,とくばん,トクバン,1,1,3,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,3,2
炒る,いる,イル,1,2,5,5,1,1,2,1,5,5,3,1,5,1,1,5,5,5,5,5,1,1,1,2,1,5,5,3,2,2,2,5,5,1,5,5
混成,こんせい,コンセイ,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1
二部,にぶ,ニブ,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1
借り入れ,かりいれ,カリイレ,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ボロい,ボロい,ボロイ,1,1,1,2,1,1,1,1,3,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,3,1,1,1,3,3,1,1,1,2
寝転ぶ,ねころぶ,ネコロブ,1,2,1,1,1,1,2,1,2,2,4,2,2,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,3,1,1,2,3,1,1
古びる,ふるびる,フルビル,1,2,1,1,1,1,2,1,1,2,4,2,3,2,1,3,2,2,1,2,1,1,2,1,3,1,1,2,2,2,1,3,3,3,1,2
奏上,そうじょう,ソウジョウ,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1
水性,みずしょう,ミズショウ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
気化,きか,キカ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,3,2,1,2,2,1,1,1,2,1,2
若返る,わかがえる,ワカガエル,1,1,1,2,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,1,3,1,1,2,1,1,1,2,2,1,1,2,1,1
バッテン,バッテン,バッテン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
まとめ買い,まとめがい,マトメガイ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
まるさん,まるさん,マルサン,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
独立派,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
