word,hiragana,katakana,CC100_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
又,また,マタ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,2,5,4,5,5,3,2,2,2,2,4,4,4,3,4,5,5,5,2,2,3,2,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,3,3,4
情報,じょうほう,ジョウホウ,5,5,5,4,5,4,4,5,5,5,4,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5
気,き,キ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
何,なに,ナニ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
どう,どう,ドウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
な,な,ナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
前,まえ,マエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
持つ,もつ,モツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
日本,にほん,ニホン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,2,4,4,5,2,5,5,5,4,5,5,5,5,5,5,1,5,3,5,5,1,5,5,5
因る,よる,ヨル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,2,2,5,1,1,1,3,4,3,3,3,3,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
分かる,わかる,ワカル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
つ,つ,ツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,4,5,4,4,4,5,4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
今,いま,イマ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ご,ご,ゴ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
出る,でる,デル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
けれど,けれど,ケレド,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,4,4,4,5,5,5,5,1,4,4,4,5,4,4,5,1,1,5,4,5,4,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,4,4,5,4,1,2,5,5
知る,しる,シル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
もの,もの,モノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5
円,えん,エン,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,4,4,3,5,4,2,4,4,4,5,4,4,4,5,5,3,1,4,3,5,5,5,5,5,4,3,4,3,4,2,5,4,5,5,5,4,5,4,5,5,4,4,3,5,5,4,5,5,5
利用,りよう,リヨウ,5,4,4,5,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,5,4,4,4,4,5,5,4,5,5,5,4,5,4,2,5,5,5,4,5,5,4,4,5,5,5,4,5,4,5,4,5,5,5
サイト,サイト,サイト,5,4,4,5,5,4,3,4,3,4,4,4,5,5,4,5,3,1,4,4,4,4,4,1,2,1,1,3,2,2,4,3,4,4,5,1,3,2,3,4,3,3,4,3,4,3,2,3,2,3,4,4,4,3,4,3,3,4,4,3,5,3,4,1,4,5,3,5,4,4
って,って,ッテ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,5,5
し,し,シ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
目,め,メ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
呉れる,くれる,クレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,1,5,5,5,3,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,5,2,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5
皆,みんな,ミンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,2,5,5,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5
第,だい,ダイ,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,4,1,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,1,3,4,5,3,4,3,3,2,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
紹介,しょうかい,ショウカイ,5,5,4,4,5,4,4,5,4,5,4,4,5,5,5,5,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,1,4,4,5,5,5,5,5,5,4,4,4,4,4,2,5,5,5,4,5,5,5,4,5,5,4,5,4,4,5,4,5,5,5
さ,さ,サ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ため,ため,タメ,5,3,3,3,3,4,3,3,3,3,2,3,2,2,3,5,5,5,5,2,3,5,5,2,5,2,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,2,5,5,5
ながら,ながら,ナガラ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,3,5,5,5
可能,かのう,カノウ,5,5,4,5,5,4,5,5,4,5,4,4,5,5,4,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,2,4,4,4,4,4,4,4,5,4,4,4,5,4,2,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
作る,つくる,ツクル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
所,ところ,トコロ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
高い,たかい,タカイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
取る,とる,トル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
会社,かいしゃ,カイシャ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,4,3,5,5,5,4,3,5,4,4,5,4,4,5,5,4,3,3,2,4,1,5,4,5,5,5,5,5,5,5,5,4,5,1,5,5,4,5,5,5
しまう,しまう,シマウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,3,1,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
それ,それ,ソレ,5,3,3,2,3,4,4,3,3,2,3,3,2,2,3,5,5,5,2,2,2,5,5,3,5,3,3,5,5,5,5,5,5,5,5,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,2,2,4,2,2,2,2,5,5,5,5,5,5,5,5,5
聞く,きく,キク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
話,はなし,ハナシ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
今回,こんかい,コンカイ,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,5,5
方法,ほうほう,ホウホウ,5,4,4,4,5,4,3,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
書く,かく,カク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
くださる,くださる,クダサル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,4,5,3,4,4,4,4,3,3,4,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5
入る,はいる,ハイル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ん,ん,ン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5
置く,おく,オク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5
以上,いじょう,イジョウ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
感ずる,かんずる,カンズル,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,1,1,1,5,5,1,1,5,5,3,5,5,1,5,5,5,1,1,1,2,1,1,3,1,1,2,2,2,2,3,2,2,3,2,1,1,5,5,5,4,5,5,5,4,5,5,5,1,4,5,1,5,1,1,5
そして,そして,ソシテ,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,5,5,1,5,5,5
遣る,やる,ヤル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,5,5,5,2,5,5,3,5,5,5,5,5,5,3,1,1,5,3,1,5,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,2,5,5
仕事,しごと,シゴト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
女性,じょせい,ジョセイ,5,5,4,5,4,4,4,4,4,5,4,4,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5
達,たち,タチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4,4,5,3,3,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
問題,もんだい,モンダイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
これ,これ,コレ,5,2,3,2,3,4,3,3,3,2,3,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
使用,しよう,シヨウ,5,4,3,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,1,5,5,4,5,5,4,4,4,4,5,5,4,5,4,5,4,5,4,5
等,とう,トウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,1,3,3,5,4,5,5,4,3,3,3,3,5,5,5,4,5,1,5,3,3,4,5,3,5,4,3,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
知れる,しれる,シレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,4,4,4,5,5,5,5,5,4,4,4,5,1,1,1,4,1,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,3,5,4
そんな,そんな,ソンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
受ける,うける,ウケル,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
確認,かくにん,カクニン,5,5,4,5,5,4,3,5,5,4,4,4,5,5,5,5,5,3,4,5,5,5,5,5,4,4,4,5,4,4,4,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,5
サービス,サービス,サービス,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,1,4,5,4,4,4,1,3,1,1,4,4,4,4,3,4,4,5,5,5,3,4,3,4,4,4,4,5,3,4,4,3,4,4,4,4,4,4,4,3,5,5,4,5,3,4,5,4,5,4,5,4,5
ほど,ほど,ホド,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,3,5,5,5
少し,すこし,スコシ,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5
みる,みる,ミル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,5,5,4,4,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
貰う,もらう,モラウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,5,5,5,2,2,5,4,5,5,5,2,3,2,4,1,1,2,5,1,4,5,5,2,3,4,2,3,3,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,3,5,3,4,4
同じ,おなじ,オナジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
一,いち,イチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,1,1,5,2,2,1,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
子供,こども,コドモ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
回,かい,カイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,5,4,4,5,4,5,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
くらい,くらい,クライ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5
致す,いたす,イタス,5,5,5,5,5,4,4,3,4,5,4,4,5,5,5,1,4,1,5,5,5,2,3,4,4,4,4,5,3,3,3,4,1,1,2,5,1,5,4,1,4,3,4,4,2,3,3,3,3,3,5,5,5,5,4,5,5,5,4,5,5,5,2,4,4,1,5,2,4,4
読む,よむ,ヨム,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5
他,ほか,ホカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
商品,しょうひん,ショウヒン,5,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,3,5,5,4,4,4,4,3,3,4,4,3,3,4,3,4,4,5,4,3,3,3,1,4,4,4,4,4,4,4,3,3,3,1,4,5,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,5,5
よる,よる,ヨル,5,3,3,2,3,4,3,3,4,2,3,3,3,3,3,5,5,5,2,2,5,5,5,3,5,3,2,5,5,5,5,5,2,2,5,5,4,5,3,4,3,3,3,3,5,3,3,2,3,5,5,5,4,5,4,5,4,5,4,5,2,5,5,5,5,4,5,5,5,5
後,あと,アト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
購入,こうにゅう,コウニュウ,5,2,2,3,3,4,3,3,4,2,3,2,3,3,2,4,3,2,4,5,3,3,4,4,3,2,3,3,2,2,3,2,3,3,5,4,2,3,2,1,4,4,4,3,4,4,4,3,3,3,1,4,4,4,4,3,3,3,4,3,5,4,3,4,4,4,3,4,4,5
もう,もう,モウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
御座る,ござる,ゴザル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,3,5,5,5,3,5,5,5,5,5,5,2,1,1,2,4,1,3,4,4,4,4,2,5,2,4,4,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,5,2,5,3
内容,ないよう,ナイヨウ,5,5,4,5,5,5,4,4,3,4,4,4,5,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,5,5,4,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5
上,うえ,ウエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
本,ほん,ホン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
食べる,たべる,タベル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5
