word,hiragana,katakana,CC100_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
チェック,チェック,チェック,5,5,4,5,5,4,4,3,4,5,5,4,5,5,5,3,4,1,4,4,4,4,4,1,3,1,1,4,3,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,3,4,5
平成,へいせい,ヘイセイ,5,4,4,4,4,4,4,3,4,4,3,5,4,4,4,5,3,1,5,5,3,2,1,1,2,1,2,3,1,1,2,1,1,1,5,2,3,3,1,2,1,3,2,4,3,4,2,1,1,2,2,1,4,4,4,5,4,5,4,4,4,5,1,2,3,3,4,1,5,5,4
嬉しい,うれしい,ウレシイ,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,1,4,1,5,5,5,4,4,5,4,5,5,4,4,4,4,5,1,1,4,5,1,4,5,4,5,4,4,5,4,4,5,4,5,5,4,5,5,4,5,4,5,4,4,5,5,5,5,4,4,5,5,5,2,5,5
動画,どうが,ドウガ,5,4,4,4,5,4,4,5,3,4,5,4,5,4,4,4,3,1,3,3,4,4,4,4,1,3,3,1,3,3,3,3,3,3,4,4,3,1,3,3,1,4,4,4,4,4,3,2,3,2,4,1,3,4,2,3,3,3,3,3,3,5,3,4,3,3,5,3,4,5,5
システム,システム,システム,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,1,4,5,4,4,4,1,4,1,1,4,3,4,3,3,5,5,5,3,5,4,4,4,1,4,4,4,4,4,4,4,3,4,4,5,5,5,4,4,5,5,5,4,4,5,4,4,5,4,5,4,5,5,5
アプリ,アプリ,アプリ,5,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,2,1,1,2,3,3,3,1,1,1,1,1,1,1,2,2,3,3,2,1,3,1,2,2,1,3,3,4,3,4,3,2,2,2,2,4,1,2,1,1,1,1,1,1,1,4,2,3,3,3,5,2,3,4,5
アップ,アップ,アップ,5,4,4,5,5,4,5,4,4,5,4,4,5,4,4,4,4,1,3,5,3,4,4,1,3,1,1,4,4,4,4,3,4,4,5,1,4,3,4,4,1,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,5
及び,および,オヨビ,5,3,2,3,4,4,3,3,3,2,2,3,4,3,2,5,3,1,5,5,1,3,3,3,3,3,2,4,3,3,2,2,3,3,5,3,5,1,3,3,1,3,3,3,3,4,3,3,2,3,3,4,5,5,4,4,5,4,4,4,4,5,1,2,5,3,4,1,5,4,4
頑張る,がんばる,ガンバル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,4,5,5,5,4,5,5,4,5,5,5,5,1,1,3,5,1,2,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,4,3,5,2,5,5
たち,たち,タチ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
技術,ぎじゅつ,ギジュツ,5,4,4,4,5,4,4,4,4,4,3,4,4,4,3,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,1,4,4,4,4,5,4,4,4,4,4,1,5,5,5,5,5,4,5,4,5,5,5,4,4,4,5,4,5,5,5
一度,いちど,イチド,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,2,5,4,1,1,4,2,2,1,1,1,1,4,2,2,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,2,4,5,1,1,2,3,4,5
期間,きかん,キカン,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,3,4,4,5,3,3,4,4,4,3,4,4,3,3,4,3,4,4,5,4,2,3,3,3,1,4,4,4,3,4,4,3,4,4,3,1,4,4,4,4,4,4,4,4,5,5,4,3,1,4,5,4,5,4,5
デザイン,デザイン,デザイン,5,4,4,4,5,4,4,4,4,4,4,3,5,4,4,5,3,1,4,4,4,4,4,1,3,1,1,3,3,3,4,4,3,3,5,3,4,3,3,3,1,4,4,4,3,4,4,4,4,3,4,5,4,4,4,4,4,5,4,4,4,5,4,4,3,4,5,4,5,5,5
ちゃん,ちゃん,チャン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
作成,さくせい,サクセイ,5,3,2,4,4,4,3,3,3,3,2,3,4,3,3,4,2,2,4,5,3,3,3,3,3,2,2,3,2,2,2,2,3,3,5,3,1,3,2,3,1,3,3,3,3,4,3,4,3,3,2,1,5,5,4,5,5,4,4,4,4,5,4,3,4,3,4,3,4,5,5
スタッフ,スタッフ,スタッフ,5,4,4,5,4,4,4,3,4,4,3,4,5,4,4,4,4,1,4,4,4,4,4,1,3,1,1,3,2,3,4,3,4,4,4,3,5,3,3,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,5,4,4,5,3,4,3,4,4,4,5,5,5
ここ,ここ,ココ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
発生,はっせい,ハッセイ,5,4,3,4,4,4,4,4,3,4,4,3,4,4,3,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,4,4,4,1,4,4,4,4,5,4,4,4,4,4,1,4,5,4,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,5
今まで,いままで,イママデ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,2,1,1,1,1,1,1,5,1,1,3,2,1,5,5,5,5,5,5,5,5,4,5,5,5,5,1,4,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,5,5
研究,けんきゅう,ケンキュウ,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,4,4,4,1,4,4,4,4,5,4,5,4,3,4,1,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5
画像,がぞう,ガゾウ,5,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,2,4,4,3,3,3,3,3,2,3,3,2,2,3,3,4,4,4,4,3,3,3,3,1,3,3,4,3,3,3,3,3,3,3,1,4,5,4,4,4,3,4,4,4,5,3,3,4,4,5,3,5,4,4
参考,さんこう,サンコウ,5,4,3,4,5,4,4,4,3,4,4,3,5,4,4,4,3,4,4,5,2,3,3,3,3,3,4,4,3,3,4,3,3,3,5,3,4,2,3,3,1,3,3,3,3,4,3,3,3,3,3,1,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4,4,5,4,5
料金,りょうきん,リョウキン,5,4,4,3,4,4,3,3,5,4,4,4,4,4,4,4,2,2,4,4,3,3,3,3,3,2,3,3,2,2,3,2,3,3,4,4,3,3,2,2,1,3,3,3,3,4,3,3,2,2,2,1,4,4,4,4,4,4,5,5,4,5,3,3,3,3,4,3,4,3,4
更新,こうしん,コウシン,5,4,4,5,4,4,3,4,3,4,3,4,5,5,4,4,3,2,4,4,3,3,3,3,2,2,3,2,2,2,3,2,3,3,5,3,2,2,3,3,1,3,3,3,3,4,3,4,3,4,3,1,4,4,3,4,3,3,4,4,4,5,4,3,4,2,4,3,4,4,4
気軽,きがる,キガル,5,3,3,3,3,4,3,3,3,3,3,3,2,2,3,2,1,4,4,3,2,1,3,2,3,2,3,3,2,2,3,2,2,2,4,3,1,3,2,3,4,3,3,3,2,3,3,3,3,4,2,1,3,3,4,3,3,3,3,3,3,4,3,1,1,3,4,3,2,3,3
テレビ,テレビ,テレビ,5,5,5,4,4,5,4,5,4,5,5,5,4,5,5,5,4,1,5,5,4,5,5,1,4,1,1,4,4,4,4,4,4,4,5,1,5,4,4,4,4,4,4,4,5,5,4,3,4,3,4,5,5,4,5,4,4,4,5,5,5,5,3,5,1,4,5,4,5,5,5
箇月,かげつ,カゲツ,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,1,1,2,1,5,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,4,5,4,5,5,4,1,1,1,1,4,1,1,1
イメージ,イメージ,イメージ,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,1,5,5,4,4,4,1,4,1,1,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,5,4,4,5,5
御金,おかね,オカネ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
契約,けいやく,ケイヤク,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,1,4,4,4,4,4,4,4,3,5,4,1,4,3,4,4,3,3,4,4,3,5,4,4,3,4,5,4,5,4,4
当社,とうしゃ,トウシャ,5,2,1,2,4,4,3,3,3,2,2,2,3,2,2,3,2,1,3,3,2,2,2,2,1,1,1,2,1,1,1,1,2,2,4,2,1,1,1,1,1,2,2,3,2,2,1,2,1,1,1,2,2,3,3,2,2,2,2,2,2,5,1,2,1,2,3,1,3,3,3
御店,おみせ,オミセ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
一日,いちにち,イチニチ,5,4,4,4,5,4,4,3,4,4,4,4,4,4,4,2,1,5,5,5,4,1,3,4,1,2,3,4,2,2,3,1,2,2,1,4,1,5,3,4,5,4,4,4,4,5,5,4,4,4,4,2,4,3,4,3,3,4,3,3,3,4,4,1,3,4,1,4,1,1,3
あなた,あなた,アナタ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,5,5,5,5,5,5,4,5,5
撮影,さつえい,サツエイ,5,4,4,4,5,4,5,4,4,4,4,4,5,5,4,5,4,3,4,5,4,4,5,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,3,4,1,4,4,4,4,4,3,3,3,2,4,1,4,4,4,5,5,3,4,4,4,5,3,4,4,4,5,4,5,5,5
実施,じっし,ジッシ,5,3,3,4,4,4,3,3,3,4,3,2,4,4,3,5,2,2,4,5,2,2,3,3,3,2,2,3,2,2,2,2,3,3,5,2,2,2,2,2,1,3,2,3,2,4,2,2,2,2,2,1,4,4,3,4,4,4,4,4,4,5,2,2,1,3,4,2,5,4,5
ホテル,ホテル,ホテル,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,4,1,5,5,1,5,5,1,5,1,1,4,4,4,4,4,5,5,5,1,5,1,4,4,3,4,4,4,4,4,4,3,3,2,4,5,5,4,5,5,5,4,4,4,5,5,3,5,1,4,4,4,4,4,4
対策,たいさく,タイサク,5,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,3,4,5,4,4,4,4,3,4,4,3,4,4,4,3,4,4,5,3,3,3,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,5
何時も,いつも,イツモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,2,1,1,1,1,1,1,5,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,1,4,5,5
施設,しせつ,シセツ,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,3,5,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,3,5,3,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,5
ユーザー,ユーザー,ユーザー,5,3,3,2,4,4,3,3,3,3,3,2,4,3,2,4,1,1,4,4,1,2,2,1,2,1,1,2,1,1,2,2,2,3,4,2,2,2,2,2,1,2,2,3,2,3,2,2,2,1,2,3,5,5,3,4,5,3,4,4,4,5,2,2,3,2,4,2,4,4,4
思い,おもい,オモイ,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,1,5,5,1,4,5,5,5,5,5,1,5,5,5,5,4,4,5,5,1,1,5,5,4,5,5,4,5,5,5,4,5,5,5,3,5,4,5,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,5
英語,えいご,エイゴ,5,5,5,4,5,5,5,3,4,5,5,4,5,5,5,5,4,4,5,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,5,3,5,4,3,4,1,4,4,4,4,5,3,2,3,3,4,1,5,5,5,4,4,5,5,4,5,5,3,4,1,4,5,4,5,4,5
パーセント,パーセント,パーセント,5,4,4,4,5,4,4,4,4,4,4,4,5,5,4,3,4,1,3,5,3,4,4,1,4,1,1,4,3,3,4,2,3,3,3,3,1,4,3,3,1,3,3,2,3,3,3,2,2,2,1,4,5,5,5,5,5,5,4,4,4,5,4,4,1,3,3,4,3,4,4
活用,かつよう,カツヨウ,5,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,2,3,4,4,2,3,3,3,2,2,2,3,2,2,2,2,2,2,4,3,1,2,2,3,1,3,3,3,2,4,3,4,3,4,3,1,4,4,4,4,4,5,4,4,4,4,3,3,3,3,4,3,4,5,5
とても,とても,トテモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5
わけ,わけ,ワケ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
クリック,クリック,クリック,5,3,3,4,3,5,3,4,4,4,4,2,3,3,4,2,1,1,4,5,2,2,2,1,2,1,1,2,1,1,2,2,3,3,4,3,2,2,2,2,1,2,2,3,2,2,2,2,2,1,2,3,3,4,2,3,3,3,4,3,3,5,2,2,1,2,4,2,2,4,5
ちゃう,ちゃう,チャウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,2,4,1,1,2,4,4,1,4,4,4,4,2,3,4,4,2,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,5,5
十分,じゅうぶん,ジュウブン,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4,4,4,4,5,5,4,4,1,5,4,5,5
何の,なんの,ナンノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,5,5,4,1,1,5,2,4,4,1,1,1,1,2,1,1,1,1,1,4,5,5,5,5,5,5,5,4,4,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,1
会員,かいいん,カイイン,5,4,4,5,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,2,3,3,2,2,3,2,3,3,4,3,4,3,2,2,1,3,2,3,3,4,2,2,2,1,3,1,4,3,4,3,3,3,3,4,3,5,2,3,4,3,4,2,4,4,4
中心,ちゅうしん,チュウシン,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,1,4,4,4,1,4,4,4,4,5,4,4,4,4,4,1,5,5,5,5,5,5,4,4,4,5,5,4,4,4,5,4,5,5,5
何度,なんど,ナンド,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,4,1,1,1,2,1,1,1,1,1,1,2,1,1,2,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,4
ら,ら,ラ,5,3,3,4,3,4,3,3,3,2,3,4,2,3,2,5,5,1,1,1,1,5,5,3,5,3,3,1,5,5,5,5,5,5,5,1,4,1,5,5,4,4,5,5,5,5,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5
脱毛,だつもう,ダツモウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,4,1,1,2,3
教育,きょういく,キョウイク,5,5,4,4,5,5,5,3,3,5,4,4,5,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,4,3,4,1,4,4,4,4,5,4,3,4,3,4,1,5,5,5,4,4,5,5,5,4,5,4,4,1,4,5,4,5,5,5
学ぶ,まなぶ,マナブ,5,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,1,5,4,4,4,5,4,4,4,3,4,4,4,3,4,1,1,4,4,2,4,4,4,1,4,4,4,4,5,4,4,4,3,4,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
やすい,やすい,ヤスイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,5,4,4,4,4,4,4,4,4,5,4,4,5,5,1,1,5,4,2,4,4,4,5,4,4,4,4,5,5,5,4,4,4,5,5,4,5,4,4,4,5,5,5,5,4,4,4,5,5,4,4,5,5
コメント,コメント,コメント,5,4,4,3,4,4,3,5,3,4,3,3,4,4,4,4,3,1,4,4,3,3,4,1,2,1,1,3,3,3,3,2,3,3,5,3,2,2,3,3,4,3,3,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,3,5,3,3,3,3,4,3,4,5,5
何時,なんじ,ナンジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,1,2,2,5,2,5,5,1,2,2,2,2,4,4,3,3,1,1,5,3,4,4,3,3,4,2,3,2,3,3,4,2,5,4,5,5,5,5,5,5,5,5,5,2,3,3,2,5,1,1,3
サポート,サポート,サポート,5,4,4,3,5,4,4,4,4,4,3,4,4,4,3,4,3,1,3,4,3,3,3,1,2,1,1,2,4,4,4,3,3,3,4,4,3,1,3,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,3,4,3,4,4,4
週間,しゅうかん,シュウカン,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,4,3,1,5,4,5,5,5,4,4,4,5,4,4,4,4,5,5,5,4,1,3,3,3,1,3,3,4,3,4,3,2,2,3,1,1,5,4,5,4,4,4,4,4,5,5,4,5,4,4,5,4,4,4,5
アメリカ,アメリカ,アメリカ,5,5,5,4,4,4,4,3,4,5,5,4,4,5,4,5,4,3,5,5,4,5,1,1,5,1,1,4,3,3,4,3,5,5,5,2,5,5,3,4,3,4,4,4,4,5,3,2,2,2,4,4,5,5,5,5,4,5,5,4,5,5,1,5,3,5,5,1,5,5,5
基本的,きほんてき,キホンテキ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,3,2,3,1,2,3,3,2,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,5,5
下記,かき,カキ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,4,4,2,2,2,1,2,1,1,2,2,2,3,2,2,2,4,3,3,4,2,2,1,2,2,3,2,3,2,2,2,1,2,1,2,2,2,2,2,4,2,2,2,4,2,2,3,2,3,1,4,3,2
お客様,おきゃくさま,オキャクサマ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,3,1,1,1,1,1,1,4,1,1,4,5,1,3,4,4,5,4,4,5,4,3,3,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,4,1,2,4,4
画面,がめん,ガメン,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,4,3,3,4,4,1,4,3,3,1,3,4,4,3,4,4,4,4,3,3,1,4,4,4,4,4,3,5,4,4,5,4,3,4,4,4,4,4,5,5
私たち,わたしたち,ワタシタチ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,5,5,5,4,5,5,5,5,5,4,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,5,5
そこ,そこ,ソコ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,3,5,4,4,4,3,4,5,5,5,5,4,4,5,5
製品,せいひん,セイヒン,5,4,4,3,3,4,3,3,4,4,4,4,2,4,3,4,3,2,4,4,3,3,3,3,3,2,2,3,2,2,2,1,3,3,5,3,4,3,2,2,1,3,2,3,3,4,2,3,2,2,2,1,4,4,4,4,4,4,4,4,5,5,3,3,1,3,4,2,4,4,4
ケース,ケース,ケース,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,1,5,4,3,3,4,1,4,1,1,4,3,3,3,3,4,4,4,1,2,4,3,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,5,4,4,4,4,5,4,3,3,4,4,4,4,4,4
サイズ,サイズ,サイズ,5,4,4,5,4,4,5,4,3,4,4,4,4,4,4,4,3,1,4,4,3,4,4,1,3,1,1,3,3,3,4,4,4,4,4,1,3,3,4,4,1,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,5,4,4
営業,えいぎょう,エイギョウ,5,4,4,5,4,4,4,5,4,4,5,4,4,5,4,5,4,3,4,4,4,4,4,4,4,2,3,4,2,3,3,3,3,3,4,3,2,3,3,3,1,4,4,4,4,4,3,3,3,2,3,1,4,3,4,4,5,4,5,4,5,5,3,3,4,4,5,3,5,4,5
側,がわ,ガワ,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,4,5,4,5,5,4,4,5,5,4,5,1,4,4,4,5,5,4,5,5,1,5,4,4,4,4,5,5,4,5,5,4,5,5,4,3,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5
費用,ひよう,ヒヨウ,5,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4,3,4,4,4,3,3,4,4,3,2,2,3,2,2,2,2,3,3,4,2,2,3,2,3,1,4,3,3,3,4,3,3,2,2,2,1,4,4,4,4,3,4,3,3,3,4,3,3,3,3,4,3,4,4,4
こちら,こちら,コチラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,4,5,5
宜しく,よろしく,ヨロシク,5,5,4,4,5,4,3,4,4,4,4,4,5,5,4,1,5,1,5,4,5,5,5,5,4,5,5,4,2,2,5,2,3,3,3,3,1,4,5,5,5,5,5,2,5,4,4,2,2,2,5,5,4,4,4,4,5,4,5,5,5,5,5,5,4,2,3,5,2,3,4
センター,センター,センター,5,4,4,5,4,4,4,4,4,4,4,5,5,4,4,5,4,1,3,5,4,4,4,1,3,1,1,4,3,3,4,2,4,4,5,3,5,3,3,3,1,4,3,4,4,4,2,3,2,1,3,4,4,4,4,4,5,4,4,4,4,5,2,4,3,4,4,3,5,5,5
入力,にゅうりょく,ニュウリョク,5,4,3,5,4,4,3,3,3,4,2,4,5,4,4,4,3,1,3,4,3,3,3,3,2,2,2,3,2,2,2,2,3,3,4,3,2,2,2,3,1,3,3,3,2,3,3,4,3,2,2,1,5,5,4,4,4,3,4,4,4,5,2,3,4,3,4,3,4,4,4
問い合わせる,といあわせる,トイアワセル,5,3,2,3,4,4,3,3,3,2,2,2,4,3,2,1,2,1,3,4,3,2,2,2,2,1,2,3,1,1,2,1,1,1,1,1,1,2,2,2,1,3,2,3,3,2,2,2,2,1,2,1,2,3,3,2,2,2,2,2,2,4,2,2,1,2,1,2,1,2,3
ては,ては,テハ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5
