word,hiragana,katakana,RSPEER_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
おり,おり,オリ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,4,4,3,3,3,2,2,3,3,2,4,3,3,2,2,3,3,5,2,2,2,3,3,1,2,2,3,2,2,2,3,2,2,2,2,3,2,3,3,3,4,3,3,3,3,3,3,3,2,3,2,2,2
について,について,ニツイテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,2,5,1,1,5,1,1,1,1,1,1,5,1,1,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1
a,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
w,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
まだ,まだ,マダ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
言わ,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
とき,とき,トキ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
みんな,みんな,ミンナ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
ゲーム,ゲーム,ゲーム,5,5,5,5,4,4,4,4,3,4,5,5,5,5,4,5,5,1,4,4,5,4,5,5,1,4,1,1,4,5,5,5,4,5,5,5,1,5,4,4,4,4,4,4,5,4,4,4,5,4,4,5,5,4,4,5,5,4,4,4,4,4,5,5,5,5,5,4,5,5,5
思い,おもい,オモイ,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,1,5,5,5,1,4,5,5,5,5,5,1,5,5,5,5,4,4,5,5,1,1,5,5,4,5,5,4,5,5,5,4,5,5,5,3,5,4,5,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5
しよ,しよ,シヨ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
くれる,くれる,クレル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,3,5,5,5,5,3,5,3,3,5,5,5,5,5,1,1,5,3,1,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,2,2,3,2,2,2,2,2,2,2,3,5,5,5,4,4,5,5
たく,たく,タク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,4,3,3,4,4,4,3,4,3,4,4,4,3,3,3,2,5,3,2,3,3,3,4,2,2,3,3,2,2,2,2,2,3,3,4,3,4,4,3,4,3,3,4,4,3,4,4,2,3,3,3,3
しかし,しかし,シカシ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,1,5,5,5,1,5,5,5
持っ,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
本当に,ほんとうに,ホントウニ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,5,1
m,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ちゃん,ちゃん,チャン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
あ,あ,ア,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,4,3,3,5,5,5,4,5,4,2,3,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,2,3,3,3,3,3,5,3,3,3,5,5,5,2,4,5,5
どこ,どこ,ドコ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
なん,なん,ナン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,2,3,5,5,5,5,3,5,3,3,4,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,3,3,3,3,3,5,5,5,3,3,5,5
せる,せる,セル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,3,3,2,1,2,2,3,2,1,2,2,2,2,4,1,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5
なんか,なんか,ナンカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,2,2,5,1,1,5,5,4,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,2,5,5
出来,でき,デキ,5,3,3,3,3,4,4,3,3,3,3,3,2,3,3,4,3,5,3,3,3,4,3,4,4,3,4,3,1,4,4,4,3,5,5,5,3,1,4,3,4,4,3,4,4,3,2,3,3,3,4,3,1,3,3,3,3,3,2,3,3,3,3,4,4,4,3,4,2,4,3
すぎ,すぎ,スギ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,4,5,5,4,4,5,3,4,5,5,4,5,5,5,4,2,4,4,4,4,4,4,4,4,3,3,3,4,4,4,5,4,3,4,4,4,4,3,3,4,5,4,4,4,4,5,2,4,4
使っ,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
知ら,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
あと,あと,アト,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
いう,いう,イウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
いく,いく,イク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
しれ,しれ,シレ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
やる,やる,ヤル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
しまっ,しまっ,シマッ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
入れ,いれ,イレ,5,2,3,2,3,4,3,3,3,3,3,2,2,2,3,4,3,1,1,3,3,1,3,2,2,3,2,2,1,2,2,2,3,5,5,5,3,1,1,3,2,1,3,2,3,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,3,3,1,3,3,2,3,3
the,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
すぐ,すぐ,スグ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5
ただ,ただ,タダ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5
ましょ,ましょ,マショ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
わけ,わけ,ワケ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5
ノ,ノ,ノ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,4,4,1,4,1,1,1,5,5,4,4,4,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,5,4,1,5,4,3
入っ,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
東京,とうきょう,トウキョウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,4,5,4,1,1,5,1,1,4,4,4,4,3,4,4,5,2,5,5,4,4,4,5,4,5,5,5,3,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,5,5,5
歳,さい,サイ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,4,5,4,4,4,4,5,5,5,4,2,5,4,4,5,5,5,5,5,5,5,4,4,5,2,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5,4,5,5,5
べき,べき,ベキ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
そこ,そこ,ソコ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,3,5,4,4,4,3,4,5,5,5,4,4,5,5
っ,っ,ッ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,5,1,1,1,5
多く,おおく,オオク,5,3,3,3,3,4,4,3,3,3,3,2,4,3,3,5,4,1,5,5,5,1,5,5,5,5,4,4,5,4,4,4,4,5,5,5,4,1,1,4,4,4,4,4,4,4,5,5,5,4,4,4,1,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5
b,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
́,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
うち,うち,ウチ,5,5,5,5,4,4,5,5,4,5,4,4,5,4,5,5,5,1,1,1,5,1,5,5,3,5,3,4,5,5,5,5,5,5,5,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,2,2,1,2,2,2,2,2,5,4,5,3,5,5,5
なぁ,なぁ,ナァ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,4,4,1,4,1,1,1,5,5,5,5,4,4,5,1,1,1,4,4,5,4,5,5,4,4,4,5,5,4,1,5,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,2,5,5
いっ,いっ,イッ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4
ござい,ござい,ゴザイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,3,3,3,3,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
によって,によって,ニヨッテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,4,1,1,5,1,1,1,1,1,1,5,1,1,5,4,5,2,4,5,4,4,5,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,5,1
新,しん,シン,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,4,4,4,5,5,5,5,4,5,5,5,4,4,4,4,5,3,5,4,4,4,4,4,4,5,4,4,4,4,3,3,5,1,4,4,5,5,4,5,4,4,4,5,4,5,4,5,4,5,4,4
食べ,たべ,タベ,5,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
しまう,しまう,シマウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,3,1,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
知っ,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
聞い,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
c,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
お願い,おねがい,オネガイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,5,5,1,1,4,1,1,1,1,1,1,5,1,1,5,5,3,4,5,5,5,5,5,5,5,4,4,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,2,5,5
だって,だって,ダッテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,5,2,1,5,1,1,1,2,2,2,5,1,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,2,5,2
やつ,やつ,ヤツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,3,5,5
による,による,ニヨル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,5,4,1,1,5,1,1,1,1,1,1,4,1,1,5,1,5,5,4,5,4,4,5,5,4,5,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,5,1
ま,ま,マ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,3,3,5,5,5,4,5,5,3,4,5,5,5,5,5,5,5,4,3,5,3,4,5,4,4,4,4,3,3,4,4,2,5,1,2,2,2,2,2,2,2,2,2,3,5,5,5,5,4,5,5,5
十,じゅう,ジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,5,1,1,5,3,3,3,5,4,4,5,5,2,5,4,3,1,3,4,4,3,4,5,3,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4
i,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
いつも,いつも,イツモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,4,5,5
お前,おまえ,オマエ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,3,5,5,5,1,5,1,1,4,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,3,5,5
こ,こ,コ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,3,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,3,4,5,4,3,3,4,4,2,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4
わから,わから,ワカラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
アメリカ,アメリカ,アメリカ,5,5,5,4,4,4,4,3,4,5,5,4,4,5,4,5,4,3,5,5,5,4,5,1,1,5,1,1,4,3,3,4,3,5,5,5,2,5,5,3,4,3,4,4,4,4,5,3,2,2,2,4,4,5,5,5,5,4,5,5,4,5,5,1,5,3,5,1,5,5,5
代,だい,ダイ,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,4,5,5,5,5,4,5,5,5,4,4,4,4,5,3,2,4,4,4,1,4,4,4,4,4,4,4,3,4,3,5,5,5,5,4,4,5,5,5,5,5,4,4,4,5,4,5,4,5
l,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
t,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
こちら,こちら,コチラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,4,5,5
アニメ,アニメ,アニメ,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,1,3,4,5,3,4,4,1,2,1,1,3,4,4,4,3,2,2,4,1,5,2,3,3,1,3,3,4,3,3,3,2,3,3,4,4,3,2,4,3,3,3,4,3,3,5,3,3,1,3,3,5,5,5
サイト,サイト,サイト,5,4,4,5,5,4,3,4,3,4,4,4,5,5,4,5,3,1,4,4,5,4,4,4,1,2,1,1,3,2,2,4,3,4,4,5,1,3,2,3,3,4,3,3,4,3,4,3,2,3,2,3,4,4,4,3,4,3,3,4,4,3,5,3,4,1,4,3,5,4,4
無料,むりょう,ムリョウ,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,3,3,5,4,5,3,3,4,4,2,2,3,3,2,2,3,2,4,3,5,3,3,2,3,3,1,3,3,4,3,4,3,3,3,3,3,1,3,3,4,3,3,3,3,3,3,5,3,3,1,3,3,4,5,4
版,はん,ハン,5,4,4,4,5,5,4,4,3,4,4,4,4,4,4,5,3,4,2,4,4,3,3,4,4,3,3,4,4,3,3,4,2,3,3,5,3,3,3,2,3,1,3,3,4,3,4,3,3,2,3,4,1,4,4,4,4,4,4,4,4,4,5,4,3,1,4,3,5,5,4
等,とう,トウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,1,3,3,5,4,5,5,4,3,3,3,3,5,5,5,4,5,1,5,3,3,3,4,5,3,5,4,3,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
つけ,つけ,ツケ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,4,4,2,4,3,3,4,3,3,2,2,2,2,3,5,5,5,4,1,3,3,1,1,1,1,1,2,1,1,2,1,2,3,1,4,5,4,4,4,4,4,4,4,5,4,4,1,2,4,2,3,3
いけ,いけ,イケ,5,2,3,2,3,4,3,3,3,3,2,2,2,3,2,4,3,4,4,4,3,4,3,3,3,4,4,3,4,4,4,3,3,5,5,5,3,2,4,2,2,1,2,2,3,2,4,3,2,2,2,3,1,4,2,4,3,3,3,3,3,3,2,3,3,3,4,3,4,3,3
すれ,すれ,スレ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
