word,hiragana,katakana,WIKIPEDIA_V2_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
ら,ら,ラ,5,3,3,4,3,4,3,3,3,2,3,4,2,3,2,5,5,1,1,1,5,1,5,5,3,5,3,3,1,5,5,5,5,5,5,5,1,4,1,5,4,4,5,5,5,5,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5
概要,がいよう,ガイヨウ,5,2,2,2,3,4,3,3,3,2,3,2,2,2,2,5,2,2,4,4,4,2,2,2,2,2,2,1,2,2,2,1,2,2,2,4,2,5,2,2,1,2,2,2,2,3,2,2,2,3,2,1,4,4,3,4,4,3,4,4,4,4,2,2,4,2,3,2,4,4
アルバム,アルバム,アルバム,5,4,4,3,3,4,4,3,3,4,3,4,2,3,4,5,2,1,4,4,4,2,4,4,1,3,1,1,3,2,2,3,2,3,3,4,2,5,2,2,3,3,3,3,3,2,2,2,2,2,3,4,4,2,4,4,3,3,4,4,3,4,1,4,1,3,4,3,3,3
アニメ,アニメ,アニメ,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,1,3,4,5,3,4,4,1,2,1,1,3,4,4,4,3,2,2,4,1,5,2,3,1,3,3,4,3,3,3,2,3,3,4,4,3,2,4,3,3,3,4,3,3,5,3,3,1,3,5,3,5,5
および,および,オヨビ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,5,4,3,3,3,4,3,2,4,3,3,2,2,3,3,5,3,5,3,4,1,3,4,3,4,4,3,4,3,2,3,4,5,5,4,4,5,4,4,4,4,5,1,3,3,4,4,1,4,4
しまう,しまう,シマウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,3,1,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
円,えん,エン,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,4,4,3,5,4,2,4,4,4,5,4,4,4,5,5,3,1,4,3,5,5,5,5,5,4,3,4,3,4,2,5,4,5,5,5,4,5,4,5,5,4,4,3,5,5,4,5,5
優勝,ゆうしょう,ユウショウ,5,3,3,4,3,4,3,3,4,2,4,2,4,3,3,5,4,2,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,2,4,3,4,1,4,3,4,4,3,3,3,3,2,4,1,4,2,4,4,3,3,5,4,4,4,4,4,4,3,4,3,4,4
サイト,サイト,サイト,5,4,4,5,5,4,3,4,3,4,4,4,5,5,4,5,3,1,4,4,5,4,4,4,1,2,1,1,3,2,2,4,3,4,4,5,1,3,2,3,4,3,3,4,3,4,3,2,3,2,3,4,4,4,3,4,3,3,4,4,3,5,3,4,1,4,5,3,4,4
なお,なお,ナオ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,3,4,4,3,3,4,4,4,5,4,4,4,4,3,3,4,3,5,5,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
における,における,ニオケル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,3,3,1,1,4,1,1,1,1,1,1,3,1,1,5,3,4,4,3,1,3,4,3,3,5,4,4,3,3,4,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,5,1
南,みなみ,ミナミ,5,4,4,4,4,4,3,3,4,4,4,3,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,1,4,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,4,5,5,4,4,4,5,3,4,4,3,4,4
設置,せっち,セッチ,5,3,2,4,4,4,3,3,3,3,3,2,4,4,3,5,3,2,4,5,5,3,4,4,4,3,2,3,3,2,3,3,3,3,3,4,3,3,3,3,1,3,4,3,3,4,4,4,3,3,3,1,3,4,3,3,3,4,3,3,3,4,4,3,4,4,4,3,4,4
十,じゅう,ジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,5,1,1,5,3,3,3,5,4,4,5,5,2,5,4,1,3,4,4,3,4,5,3,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4
開催,かいさい,カイサイ,5,4,3,3,5,4,4,3,3,3,3,2,5,4,3,5,3,2,4,5,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5,2,4,2,3,1,3,3,4,3,4,3,3,3,4,3,1,4,3,4,5,3,4,3,3,3,5,3,3,3,3,5,3,4,5
作詞,さくし,サクシ,5,2,3,2,3,4,3,3,3,2,3,2,2,3,2,4,1,1,2,3,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,5,1,1,3,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3,1,2,1,2,3,2,2,2
北,きた,キタ,5,4,4,5,4,4,3,3,5,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,3,3,4,2,4,3,4,4,4,5,5,4,4,4,4,4,3,4,4,4,4,4
出版,しゅっぱん,シュッパン,5,4,3,3,4,5,3,3,3,4,3,2,4,4,3,5,3,4,3,4,4,3,3,3,3,4,2,3,4,2,2,3,1,3,3,4,2,4,4,2,3,3,3,3,3,5,3,2,2,1,2,1,4,4,4,4,3,4,4,4,3,4,2,3,1,4,4,2,4,4
変更,へんこう,ヘンコウ,5,4,3,4,5,4,3,5,3,4,4,3,4,4,4,5,4,3,4,5,5,4,4,4,4,3,4,3,4,4,4,3,3,4,4,5,4,2,3,4,1,4,4,4,4,5,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,5,4,4,5,4,5,4,4,4
廃止,はいし,ハイシ,5,2,2,2,3,4,3,3,3,3,2,3,2,3,2,5,2,3,3,4,4,2,2,3,3,2,2,1,3,2,2,1,2,3,3,4,1,4,2,2,1,3,2,3,2,4,2,2,2,1,2,1,3,2,3,3,3,4,3,3,3,4,2,2,1,2,4,2,3,3
委員,いいん,イイン,5,5,4,5,5,4,5,4,3,5,4,4,5,5,5,5,3,3,4,5,4,3,3,4,4,4,4,5,4,4,4,5,4,4,4,5,3,3,3,3,4,3,3,3,3,3,2,2,2,1,4,1,4,4,4,4,4,5,4,5,4,5,3,3,1,4,4,5,4,4
都市,とし,トシ,5,4,4,3,3,4,3,3,3,3,4,5,3,4,4,5,3,4,4,5,4,3,4,4,4,4,3,3,4,3,3,3,4,4,4,5,2,4,4,3,1,3,3,4,3,4,3,4,3,4,3,1,4,4,5,4,4,4,5,4,4,4,5,4,5,4,4,4,4,4
製作,せいさく,セイサク,5,4,3,2,5,4,3,3,3,3,4,2,4,4,2,5,2,4,3,4,4,2,3,3,3,3,2,3,3,2,2,3,3,3,3,4,3,5,3,2,1,2,3,3,2,3,3,3,2,3,2,1,3,3,3,3,2,3,2,2,2,4,3,3,4,3,4,3,4,3
中央,ちゅうおう,チュウオウ,5,4,4,4,4,4,4,3,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,3,5,4,4,3,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
名称,めいしょう,メイショウ,5,3,3,2,3,4,3,3,4,3,2,2,3,3,2,5,2,3,4,4,4,2,2,2,2,3,2,2,3,2,2,2,2,2,2,4,3,5,3,2,1,2,2,2,1,4,3,2,2,3,2,1,4,4,4,4,4,4,3,3,3,4,3,2,4,3,3,3,3,3
市立,しりつ,シリツ,5,3,3,3,3,4,4,3,4,2,2,3,3,2,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,3,1,3,1
一般,いっぱん,イッパン,5,4,4,4,5,4,5,4,4,4,4,4,5,5,4,5,3,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,3,4,4,5,4,3,4,3,1,3,4,4,3,5,4,3,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,4,4,4
級,きゅう,キュウ,5,4,4,4,3,5,4,5,4,4,4,3,4,4,4,5,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,1,3,3,4,2,3,3,3,3,4,3,4,4,3,4,4,4,5,3,3,4,4,5,4,1,4,4,3,3,3
以降,いこう,イコウ,5,4,4,5,5,4,4,4,4,4,4,2,5,4,4,5,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,3,3,1,4,4,4,3,5,4,4,4,4,3,3,4,4,4,5,4,5,4,4,4,4,4,3,3,4,4,4,4,4
制作,せいさく,セイサク,5,4,3,2,4,4,4,3,3,4,3,2,4,4,3,5,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,2,3,3,4,3,5,3,3,1,3,3,4,3,4,3,2,2,2,4,1,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,3,4,4
設立,せつりつ,セツリツ,5,2,1,3,3,4,3,3,3,2,2,2,3,2,2,5,3,3,3,4,4,3,3,3,3,2,2,3,3,2,2,3,2,3,3,4,2,4,2,2,1,3,2,2,3,3,2,3,2,2,2,1,3,3,4,3,3,4,3,3,3,4,3,3,4,3,4,2,3,3
センター,センター,センター,5,4,4,5,4,4,4,4,4,4,4,5,5,4,4,5,4,1,3,5,5,4,4,4,1,3,1,1,4,3,3,4,2,4,4,5,3,5,3,3,1,4,3,4,4,4,2,3,2,1,3,4,4,4,4,4,5,4,4,4,4,5,2,4,3,4,4,3,5,5
ん,ん,ン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5
中心,ちゅうしん,チュウシン,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,5,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,1,4,4,1,4,4,4,4,5,4,4,4,4,4,1,5,5,5,5,5,5,4,4,4,5,5,4,4,4,5,4,5,5
年度,ねんど,ネンド,5,4,4,5,5,4,4,4,3,4,3,3,5,5,4,5,1,2,3,5,5,1,2,3,3,2,2,3,3,2,2,3,1,2,2,5,1,1,2,1,1,2,2,3,2,3,1,1,1,1,1,2,4,4,3,4,4,4,4,4,4,4,2,2,1,3,4,3,4,4
年代,ねんだい,ネンダイ,5,4,4,3,4,4,4,4,3,4,3,3,4,4,4,5,2,4,3,3,3,3,4,3,3,4,2,2,3,2,2,2,2,4,4,4,2,2,4,1,1,3,3,4,2,4,3,3,2,3,1,1,4,4,4,4,4,5,4,4,5,3,3,4,3,3,4,3,5,3
機関,きかん,キカン,5,4,3,3,4,4,3,4,3,3,3,2,4,4,3,5,3,4,4,5,5,3,4,4,4,4,3,3,4,3,3,3,4,4,4,5,2,3,3,3,1,3,3,3,3,4,3,3,2,3,3,1,4,4,4,4,4,4,4,4,4,5,3,3,3,4,4,3,4,5
その他,そのほか,ソノホカ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,4,1,1,1,1,1,1,3,1,1,5,3,5,4,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,4,1
現,げん,ゲン,5,3,1,3,4,4,3,3,3,2,2,2,4,3,3,5,3,5,2,4,3,3,3,3,3,4,4,3,4,4,4,3,3,4,4,4,3,5,4,3,1,2,3,4,2,3,3,3,2,3,3,2,3,4,3,3,4,3,3,3,3,4,4,3,4,4,4,3,4,3
代,だい,ダイ,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,4,5,5,5,5,4,5,5,5,4,4,4,4,5,3,2,4,4,1,4,4,4,4,4,4,4,3,4,3,5,5,5,5,4,4,5,5,5,5,5,4,4,4,5,5,4,4,5
ドイツ,ドイツ,ドイツ,5,4,4,3,3,4,3,3,3,4,4,4,4,4,4,5,3,3,4,5,4,3,4,1,1,4,1,1,4,3,3,3,3,4,4,5,1,5,4,2,4,3,2,3,3,4,2,2,2,1,3,4,4,4,4,4,5,4,4,4,4,4,1,4,3,4,4,1,4,4
いく,いく,イク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
参考,さんこう,サンコウ,5,4,3,4,5,4,4,4,3,4,4,3,5,4,4,4,3,4,4,5,5,2,3,3,3,3,3,4,4,3,3,4,3,3,3,5,3,4,2,3,1,3,3,3,3,4,3,3,3,3,3,1,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4,4,4,5
及び,および,オヨビ,5,3,2,3,4,4,3,3,3,2,2,3,4,3,2,5,3,1,5,5,5,1,3,3,3,3,3,2,4,3,3,2,2,3,3,5,3,5,1,3,1,3,3,3,3,4,3,3,2,3,3,4,5,5,4,4,5,4,4,4,4,5,1,2,5,3,4,1,4,4
道路,どうろ,ドウロ,5,4,4,4,4,4,4,3,5,4,4,4,3,4,4,5,3,4,4,5,4,3,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,5,4,3,1,3,3,3,3,4,4,3,3,2,3,1,4,3,5,5,4,4,4,4,4,4,3,4,1,4,4,3,4,4
郵便,ゆうびん,ユウビン,5,4,4,4,4,4,5,3,4,4,4,4,3,4,4,4,2,3,3,4,4,2,2,3,3,3,2,3,4,2,2,3,1,4,4,4,2,3,2,2,1,3,2,2,3,2,2,2,2,1,2,1,4,3,4,4,3,3,4,3,3,4,2,2,1,3,3,3,2,3
地方,ちほう,チホウ,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,3,5,4,5,4,3,3,4,3,4,3,4,4,3,3,4,3,4,3,5,2,3,4,3,1,4,3,3,3,5,3,4,3,3,4,1,4,4,5,5,4,5,5,4,5,4,4,4,3,4,4,3,4,5
用いる,もちいる,モチイル,5,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,3,1,5,5,4,2,2,3,3,4,3,2,4,3,3,3,3,1,1,3,3,1,4,3,1,3,3,3,3,5,4,4,3,4,3,2,5,5,4,4,5,4,4,4,4,4,4,2,4,4,3,4,4,4
社会,しゃかい,シャカイ,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,4,5,4,4,4,3,4,4,5,4,4,4,3,1,4,4,4,4,5,4,3,3,3,4,1,5,5,5,5,4,5,4,5,5,5,4,4,4,5,5,4,5,5
記録,きろく,キロク,5,4,4,4,4,4,3,4,5,4,4,3,4,4,4,5,4,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,1,4,4,4,4,5,4,5,4,4,4,1,4,4,4,4,4,5,4,4,4,4,4,5,5,4,5,4,4,4
多く,おおく,オオク,5,3,3,3,3,4,4,3,3,3,3,2,4,3,3,5,4,1,5,5,5,1,5,5,5,5,4,4,5,4,4,4,4,5,5,5,4,1,1,4,4,4,4,4,4,5,5,5,4,4,4,1,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,5,5
リーグ,リーグ,リーグ,5,3,3,2,3,4,3,3,3,3,3,3,3,3,2,5,2,1,2,4,4,2,3,4,1,2,1,1,2,3,3,3,1,3,3,4,1,5,2,2,1,2,1,2,1,1,1,2,1,1,2,3,4,2,4,4,3,3,3,3,4,4,1,3,1,2,4,1,2,3
中学校,ちゅうがっこう,チュウガッコウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,4,2,2,1,1,3,1,1,1,1,1,1,1,1,1,3,2,4,3,2,1,3,2,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,5,4
路線,ろせん,ロセン,5,3,3,3,4,4,3,3,3,4,3,3,3,4,3,5,2,1,3,4,4,2,2,3,2,2,2,2,3,2,2,2,2,3,2,4,2,4,2,2,1,2,2,2,2,3,2,2,2,2,2,1,3,2,3,3,3,2,3,3,3,3,2,2,1,3,4,3,3,3
中国,ちゅうごく,チュウゴク,5,5,5,4,5,4,4,3,4,5,5,5,5,5,5,5,3,4,5,5,5,3,4,1,1,4,3,2,4,3,3,2,2,4,4,5,2,5,4,3,1,3,3,4,4,5,2,2,2,2,3,1,4,4,4,4,4,3,4,4,5,5,1,4,3,4,5,1,5,5
以下,いか,イカ,5,4,4,4,4,4,3,3,3,4,3,4,4,4,3,5,4,4,5,5,5,3,4,4,4,4,4,3,4,4,4,3,3,3,4,5,5,5,4,4,1,4,4,4,4,5,4,4,4,4,4,1,5,5,4,4,5,4,4,4,4,5,4,4,5,4,5,4,4,4
プロ,プロ,プロ,5,4,4,4,4,4,3,5,4,4,4,5,4,5,4,5,4,1,4,4,4,4,4,4,1,4,1,1,4,4,4,4,3,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,3,4,5,4,4,5,4,4,4,4,5,5,5,3,4,3,4,5,4,4,4
施設,しせつ,シセツ,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,3,5,5,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,3,5,3,4,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,5
編曲,へんきょく,ヘンキョク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1
人口,じんこう,ジンコウ,5,4,4,3,3,4,3,3,4,4,3,4,2,4,4,5,2,4,4,4,4,2,3,3,3,3,3,2,3,3,3,2,2,3,3,4,2,5,3,2,1,3,3,3,3,4,3,3,2,3,3,1,4,4,4,4,4,4,4,4,4,3,3,3,1,3,4,2,4,4
丁目,ちょうめ,チョウメ,5,4,4,4,4,4,4,3,4,5,3,3,4,4,3,5,3,4,1,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,2,2,1,3,2,3,4,3,2,1,2,1,1,1,3,2,4,3,3,3,3,3,3,3,1,3,1,3,1,2,3,2
文献,ぶんけん,ブンケン,5,3,2,3,4,4,3,4,3,3,2,2,4,3,3,4,2,3,3,4,3,1,2,2,2,3,2,2,3,2,2,2,2,1,1,4,2,2,2,2,1,2,2,2,2,4,2,3,2,3,2,1,4,5,3,4,4,4,4,4,4,3,3,2,4,3,2,2,3,3
同年,どうねん,ドウネン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,4,4,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,3,1,5,2,1,3,1,1,2,1,3,1,1,1,1,1,1,2,2,3,2,4,2,2,2,2,3,2,1,3,2,2,1,2,2
側,がわ,ガワ,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,4,4,5,5,4,5,1,4,4,4,5,5,4,5,5,1,5,4,4,4,5,5,4,5,5,4,5,5,4,3,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5
攻撃,こうげき,コウゲキ,5,3,3,4,4,4,3,4,3,3,4,3,3,4,3,5,5,4,4,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,3,4,4,1,4,4,4,4,4,4,5,4,5,5,2,4,4,4,4,3,3,3,4,3,4,5,5,5,5,5,4,4,5
西,にし,ニシ,5,4,4,3,3,4,3,4,5,4,4,3,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,3,4,4
京都,きょうと,キョウト,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,1,4,4,3,1,1,4,1,1,4,3,3,4,2,2,2,4,2,5,4,3,4,3,3,3,4,4,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,1,4,4
ラジオ,ラジオ,ラジオ,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,3,1,4,4,4,3,4,4,1,4,1,1,4,3,3,3,2,4,4,4,1,5,3,3,3,3,3,3,4,4,3,3,2,1,4,4,4,4,4,4,4,3,4,4,5,4,2,4,3,3,4,3,4,4
さらに,さらに,サラニ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,5,5,4,4,4,4,5,4,4,5,4,4,4,5,4,4,5,4,5,5,4,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5
交通,こうつう,コウツウ,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,2,4,3,5,4,2,2,4,4,4,2,3,4,2,2,3,2,4,4,4,2,5,3,2,1,3,2,2,3,3,2,2,2,1,2,1,4,4,5,5,4,4,4,4,4,4,3,3,4,4,4,3,3,4
サッカー,サッカー,サッカー,5,4,4,2,3,4,5,5,4,4,4,4,4,4,4,5,4,1,4,4,4,3,4,4,1,3,1,1,3,3,3,4,2,3,3,5,2,4,2,3,4,3,3,3,3,3,2,2,2,1,3,4,4,3,5,4,4,3,4,5,4,4,2,4,1,3,4,3,4,4
シングル,シングル,シングル,5,3,4,3,3,4,3,3,3,3,3,4,4,4,3,5,2,1,3,3,4,2,3,3,1,2,1,1,2,2,2,2,1,3,3,3,2,5,2,2,1,2,2,2,2,2,1,2,1,1,2,3,4,4,3,3,3,3,4,3,3,4,2,3,1,2,4,2,3,4
クラブ,クラブ,クラブ,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,1,4,1,1,4,3,3,4,3,4,4,4,3,5,4,3,1,4,3,3,4,4,2,3,2,1,4,4,4,2,5,4,4,3,4,4,4,4,3,4,1,4,4,4,3,4
四,よん,ヨン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,4,2,1,5,1,1,5,3,3,3,5,4,4,5,4,3,5,4,1,3,4,4,4,5,5,4,4,5,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4
フランス,フランス,フランス,5,4,4,4,3,4,3,3,4,4,4,4,4,4,4,5,3,4,4,5,4,3,4,1,1,4,1,1,4,3,3,3,2,4,4,5,2,5,4,3,1,3,3,3,3,4,2,2,2,1,3,4,5,4,5,4,5,5,5,5,5,4,1,4,3,4,4,1,4,4
記念,きねん,キネン,5,4,4,4,4,4,3,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,3,3,1,4,4,4,4,3,3,4,3,3,3,1,4,3,4,5,4,3,4,4,4,5,3,3,3,4,5,4,4,4
所在地,しょざいち,ショザイチ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2
ほか,ほか,ホカ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,4,4,4,5,5,4,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,4,4
務める,つとめる,ツトメル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,3,4,3,4,1,3,1,1,4,3,3,3,3,1,1,3,3,1,4,3,4,4,4,3,4,4,4,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,1,3,3
川,かわ,カワ,5,5,5,4,4,4,5,4,5,5,5,4,4,4,5,5,4,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,3,3,4,3,5,4,5,4,5,5,4,5,4,4,4,4,4,5,4,4,4,4
選手権,せんしゅけん,センシュケン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,1,2,3
協会,きょうかい,キョウカイ,5,4,4,4,3,4,3,4,3,4,2,2,4,4,4,5,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3,3,4,2,2,3,2,1,3,2,3,3,3,2,3,1,1,3,1,3,3,4,3,3,4,3,5,3,4,3,3,1,3,4,2,4,3
イギリス,イギリス,イギリス,5,4,4,3,4,4,4,3,4,4,4,4,4,4,3,5,3,3,5,4,4,3,4,1,1,4,1,1,4,3,3,4,2,4,4,4,1,5,4,3,1,3,3,3,3,4,2,2,2,1,3,4,4,4,5,4,4,4,5,4,5,4,1,4,3,4,4,1,4,4
キャラクター,キャラクター,キャラクター,5,4,4,4,3,4,3,4,3,4,4,4,3,3,4,5,3,1,3,3,4,2,3,3,1,2,1,1,3,3,3,4,3,2,2,4,3,4,2,2,1,3,3,4,3,4,4,4,3,3,3,4,3,3,4,3,3,3,5,4,4,4,3,3,1,3,4,3,5,4
地区,ちく,チク,5,4,4,4,5,4,5,3,3,4,4,4,5,5,4,5,4,2,4,5,4,4,4,4,4,3,3,3,4,3,3,3,2,4,4,4,2,4,3,3,1,3,3,3,3,3,3,3,2,2,3,3,4,3,4,4,4,3,4,4,3,4,3,4,4,3,4,3,4,4
